FID;Kod_region;Region;Kod_distri;District;Kod_munici;Municipal;Kod_part_o;Part_ofmun;Kod_local;Local_part;Day;Month;Year;Time fire H;Alarm_leve;Type_of_bu;x;y;Surface;Ownership;Initiator;Popis;slope;elevation;aspect;dist_road;distanc_ri;relativ_hu;Code_lanco;pop_densit;temperatur;wind_speed;Risk_AHP;Risk_fu_AH
14541;CZ072;Zlínský kraj;CZ0724;Zlín;574139;Jasenná;657671;Jasenná;0; ;27;4;2008;13.87027778;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-628312;-1031758;1;soukromé a osobní vlastnictví;jiskra z popela včetně jiskry při plnění vložek pilin.kamen;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.928217;271.455994;325.917999;0;331.709991;90.562698;112;128.626007;7.99890995;3.299999952;4;4
14542;CZ072;Zlínský kraj;CZ0724;Zlín;574139;Jasenná;657671;Jasenná;0; ;7;4;2009;15.86777778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-628312;-1031758;1;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.928217;271.455994;325.917999;0;331.709991;90.562698;112;128.626007;7.99890995;3.299999952;4;4
14543;CZ072;Zlínský kraj;CZ0724;Zlín;585432;Loučka;687014;Loučka;0; ;26;4;2013;11.87722222;I.;lesní těžba (625);-506521;-1172045;2;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.37348;482.593994;199.022995;554;8393.650391;91.417603;312;184.375;6.897429943;3.871740103;5;5
14544;CZ072;Zlínský kraj;CZ0724;Zlín;585441;Ludkovice;0; ;0; ;6;7;2015;14.10722222;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-517804;-1175122;2;státní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.73053;457.118988;171.035995;0;3351.090088;91.634399;313;184.375;17.39520073;3;5;5
14545;CZ072;Zlínský kraj;CZ0724;Zlín;585441;Ludkovice;688444;Ludkovice;0; ;28;4;2009;15.12194444;II.;les vysokokmenný - smíšený (622). les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-517922;-1177103;2;soukromé a osobní vlastnictví.soukromé a osobní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.38659;285.671997;164.837997;0;2664.370117;91.757797;312;184.375;8.111749649;3.708600044;5;5
14547;CZ072;Zlínský kraj;CZ0724;Zlín;585459;Luhačovice;0; ;0; ;19;12;2006;11.40027778;I.;lesní těžba (625);-516585;-1179924;0; ;dále nedošetřovaný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.05035;248.041;254.089005;0;117.168999;92.022697;112;184.375;-0.413773;3.448169947;4;3
14548;CZ072;Zlínský kraj;CZ0724;Zlín;585459;Luhačovice;688576;Luhačovice;0; ;20;3;2015;18.37972222;I.;lesní těžba (625);-515998;-1179878;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.1328;272.720001;293.873993;0;45.110699;92.054901;112;184.375;3.790869951;3.702899933;4;3
14549;CZ072;Zlínský kraj;CZ0724;Zlín;585467;Lukov;0; ;0; ;4;8;2013;23.40694444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-515852;-1158400;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;2.66475;308.880005;238.604004;0;6640.350098;89.794403;112;184.375;17.34630013;2.71333003;5;4
14550;CZ072;Zlínský kraj;CZ0724;Zlín;585467;Lukov;0; ;0; ;13;11;2012;14.69416667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-515852;-1158400;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;2.66475;308.880005;238.604004;0;6640.350098;89.794403;112;184.375;3.013180017;3.566900015;5;4
14551;CZ072;Zlínský kraj;CZ0724;Zlín;585467;Lukov;688941;Lukov;0; ;20;3;2012;18.0075;II.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-513740;-1158139;4;nezjištěno nebo jiný druh. nelze specifikovat;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.36212;410.691986;167.488007;0;8176.560059;89.810997;312;184.375;2.857160091;3.872370005;5;4
14552;CZ072;Zlínský kraj;CZ0724;Zlín;585467;Lukov;688941;Lukov;0; ;9;3;2014;17.53138889;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-514161;-1158026;1;spolkové.nadace.sdružení.společenské organizace.politické;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.72778;410.51001;191.123993;0;7980.669922;89.788101;324;184.375;2.922280073;3.840140104;5;5
14553;CZ072;Zlínský kraj;CZ0724;Zlín;585467;Lukov;688941;Lukov;0; ;27;6;2014;12.06194444;I.;les vysokokmenný - jehličnany (620);-515380;-1158381;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.10994;311.535004;216.582993;0;6936.290039;89.8078;112;184.375;15.83250046;2.89270997;4;3
14554;CZ072;Zlínský kraj;CZ0724;Zlín;557145;Lukoveček;0; ;0; ;1;3;2014;20.90027778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-522530;-1155164;1;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.8019;329.395996;243.102997;183;9085.599609;89.088402;313;175.570999;3.333389997;3.817450047;5;5
14555;CZ072;Zlínský kraj;CZ0724;Zlín;557145;Lukoveček;689050;Lukoveček;0; ;10;4;2012;5.891666667;II.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-521435;-1155540;4;soukromé a osobní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.21626;365.890015;228.509003;0;8584.549805;89.180901;313;184.375;7.573269844;3.708760023;5;5
14556;CZ072;Zlínský kraj;CZ0724;Zlín;585483;Lutonina;689131;Lutonina;0; ;30;4;2012;16.80555556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-505367;-1164392;2;soukromé a osobní vlastnictví;dále nedošetřovaný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.5107;398.606995;219.938004;0;10566.40039;90.685997;312;184.375;7.536129951;3.613209963;5;5
14558;CZ072;Zlínský kraj;CZ0724;Zlín;585521;Návojná;701670;Návojná;0; ;26;4;2013;8.180555556;II.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-494265;-1178665;3;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;12.5039;485.082001;250.938995;1276;2472.860107;91.553299;313;184.375;6.821040154;3.84484005;4;4
14559;CZ072;Zlínský kraj;CZ0724;Zlín;585530;Nedašov;0; ;0; ;26;3;2012;16.12888889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-492958;-1180858;3;obecní majetek;dále nedošetřovaný iniciátor; ;2.9943;403.118011;222.169006;0;2288.280029;91.641502;112;184.375;2.771699905;3.66415;4;3
14560;CZ072;Zlínský kraj;CZ0724;Zlín;585530;Nedašov;0; ;0; ;4;4;2010;8;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-492958;-1180858;4;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.9943;403.118011;222.169006;0;2288.280029;91.641502;112;184.375;7.271699905;3.66415;4;3
14562;CZ072;Zlínský kraj;CZ0724;Zlín;585556;Neubuz;704156;Neubuz;0; ;15;8;2013;16.64944444;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-508624;-1163554;2;družstevní vlastnictví;atmosférický výboj;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.18305;403.382996;294.427002;160;7917.319824;90.590797;312;184.375;17.04879951;2.791820049;5;4
14563;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Oldřichovice;0;Oldřichovice;0; ;16;2;2011;0.666666667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-528600;-1168822;0; ;dále nedošetřovaný iniciátor; ;6.9714;316;267.846008;0;2599.209961;90.819901;313;184.375;-0.351624012;3.575809956;4;3
14564;CZ072;Zlínský kraj;CZ0724;Zlín;557170;Ostrata;713422;Ostrata;0; ;21;6;2014;18.37305556;I.;lesní těžba (625);-512784;-1159925;2;obecní majetek;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.34978;385.029999;209.369995;0;7115.160156;90.080002;312;184.375;15.74409962;2.900000095;5;5
14565;CZ072;Zlínský kraj;CZ0724;Zlín;585599;Otrokovice;716731;Otrokovice;0; ;28;6;2013;15.66694444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-531154;-1165359;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;2.23363;186.056;291.372009;0;863.789001;90.280098;211;184.375;17;2.799999952;4;3
14566;CZ072;Zlínský kraj;CZ0724;Zlín;585599;Otrokovice;716731;Otrokovice;0; ;1;8;2015;17.26777778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-531379;-1165193;2;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.265609;182.975006;213.983994;0;856.257996;90.247902;121;184.375;18.43510056;2.599999905;4;3
14567;CZ072;Zlínský kraj;CZ0724;Zlín;549533;Poteč;726371;Poteč;0; ;2;10;2013;12.05666667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-493200;-1176018;0;obecní majetek;dále nedošetřovaný iniciátor; ;7.75283;540.5;323.358002;1335;3081.870117;91.382004;312;179.572006;7.53798008;3.939559937;4;4
14568;CZ072;Zlínský kraj;CZ0724;Zlín;585661;Provodov;0; ;0; ;5;11;2011;11.01527778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-515655;-1173460;1; ;dále nedošetřovaný iniciátor; ;12.888;490.779999;222.095001;743;3368.689941;91.626404;312;184.375;2.455219984;3.986850023;5;5
14569;CZ072;Zlínský kraj;CZ0724;Zlín;585807;Šanov;0; ;0; ;19;8;2013;16.81694444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-505848;-1186345;1;spolkové.nadace.sdružení.společenské organizace.politické;dále nedošetřovaný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.8577;453.789001;286.247986;67;6657.390137;92.335403;313;169.511002;16.78770065;2.911550045;4;4
14570;CZ072;Zlínský kraj;CZ0724;Zlín;585751;Slavičín;750085;Slavičín;0; ;27;3;2012;14.64583333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-507040;-1180123;3;obecní majetek;dále nedošetřovaný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;5.75536;416.781006;251.117996;39;5984;91.960999;243;184.375;2.978240013;3.799999952;4;4
14571;CZ072;Zlínský kraj;CZ0724;Zlín;585777;Slušovice;750794;Slušovice;0; ;25;3;2010;16.49805556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-510319;-1163301;1; ;dále nedošetřovaný iniciátor; ;6.19892;289.390991;157.223007;0;6463.399902;90.559402;231;184.375;3.422250032;3.615390062;4;4
14572;CZ072;Zlínský kraj;CZ0724;Zlín;585831;Štítná Nad Vláří-Popov;0; ;0; ;25;4;2015;18.18361111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-500255;-1184481;0;nezjištěno nebo jiný druh. nelze specifikovat;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.56147;318.306;239.899002;0;1094.25;92.051697;112;184.375;7.851540089;3.56637001;4;4
14574;CZ072;Zlínský kraj;CZ0724;Zlín;585891;Valašské Klobouky;751103;Smolina;0; ;8;8;2013;19.15444444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-497985;-1173777;0;obecní majetek;dále nedošetřovaný iniciátor; ;8.42731;507.434998;102.436996;0;2510.47998;91.356697;312;179.645996;16.62949944;2.860419989;4;3
14575;CZ072;Zlínský kraj;CZ0724;Zlín;585891;Valašské Klobouky;776319;Valašské Klobouky;0; ;12;3;2011;19.18833333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-496105;-1176677;1;soukromé a osobní vlastnictví;dále nedošetřovaný iniciátor; ;5.18089;420.203003;309.746002;31;176.875;91.484299;112;184.375;2.83197999;3.659080029;4;3
14576;CZ072;Zlínský kraj;CZ0724;Zlín;585891;Valašské Klobouky;776319;Valašské Klobouky;0; ;22;6;2014;10.98083333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-495053;-1177316;3;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.2063;563.390015;33.127998;955;1480.630005;91.496399;312;184.375;14.72239971;3.194459915;4;4
14577;CZ072;Zlínský kraj;CZ0724;Zlín;585891;Valašské Klobouky;776319;Valašské Klobouky;0; ;28;6;2014;19.01;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-495062;-1177286;2;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.4072;558.874023;64.151299;925;1460.329956;91.494904;312;184.375;14.74590015;3.186209917;4;4
14579;CZ072;Zlínský kraj;CZ0724;Zlín;585939;Vizovice;0; ;0; ;16;8;2007;16.79166667;II.;les vysokokmenný - jehličnany (620);-507873;-1167029;2;státní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.62543;299.041992;354.20401;175;8243.19043;91.033096;112;184.375;17.39069939;2.626329899;4;3
14581;CZ072;Zlínský kraj;CZ0724;Zlín;585971;Všemina;787167;Všemina;0; ;30;4;2012;18.18611111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-506444;-1159724;2;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.3166;394.039001;255.362;0;9443.830078;90.114998;313;184.375;7.175049782;3.708630085;5;5
14582;CZ072;Zlínský kraj;CZ0724;Zlín;585998;Zádveřice-Raková;789747;Zádveřice;0; ;27;4;2012;20.26583333;I.;les vysokokmenný - smíšený (622). trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-510604;-1165666;3;obecní majetek.soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;7.21803;348.686005;184.602005;18;5514.459961;90.881203;243;184.375;7.749810219;3.599139929;4;4
14583;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;0; ;0; ;3;5;2009;18.86972222;I.;les vysokokmenný - jehličnany (620);-520675;-1163377;1;obecní majetek;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.66611;308.796997;266.290009;0;1350.569946;90.361198;112;184.375;13.44120026;3.231250048;4;3
14584;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;651605;Chlum;0; ;25;3;2012;22.00666667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-525572;-1164184;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;3.65059;290.73999;127.481003;0;1616.73999;90.306702;243;184.375;3.924479961;3.631669998;4;4
14585;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;657531;Jaroslavice;0; ;12;3;2014;16.86944444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-518406;-1167261;3;soukromé a osobní vlastnictví;dále nedošetřovaný iniciátor; ;2.92544;374.665985;207.720001;0;1047.810059;91.014801;112;184.375;3.221220016;3.878779888;4;4
14586;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;670065;Kostelec;0; ;25;3;2013;19.78888889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-520042;-1162433;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;9.5758;290.776001;84.117203;0;1644.540039;90.2444;313;184.375;3.541049957;3.697099924;5;5
14587;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635898;Kudlov;0; ;19;7;2006;18.74611111;II.;les vysokokmenný - smíšený (622);-520057;-1167664;2;státní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.18954;395.112;306.878998;53;1684.890015;91.0149;112;184.375;17.34230042;3;5;5
14588;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;728071;Lhotka;0; ;25;4;2009;17.96444444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-525742;-1163282;3;soukromé a osobní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.97106;302.203003;33.9813;510;2371.409912;90.168503;313;184.375;8.285209656;3.599999905;5;5
14589;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;690783;Malenovice;0; ;20;6;2013;17.21472222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-525654;-1168686;1; ;dále nedošetřovaný iniciátor; ;7.66549;267.52301;11.8674;50;2463.209961;90.922897;313;184.375;16.22559929;2.932399988;5;5
14590;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;690783;Malenovice;0; ;16;7;2015;19.74722222;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-523965;-1167336;3;státní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.28987;387.14801;58.192299;1165;1217.689941;90.826202;312;184.375;17.5977993;2.950769901;5;5
14592;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;690783;Malenovice;0; ;10;9;2012;13.83555556;I.;les vysokokmenný - jehličnany (620);-527330;-1169390;2;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.38483;347.279999;247.746002;0;3167.209961;90.893097;313;184.375;13.63189983;3.025510073;5;5
14593;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;736082;Příluky;0; ;30;4;2007;20.94083333;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-517576;-1164813;3;státní vlastnictví;nedopalek;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;4.9557;328.369995;148.501007;0;955.823975;90.6828;211;184.375;8.027029991;3.586489916;5;4
14594;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;636142;Prštné;0; ;17;3;2012;13.33972222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-523792;-1164832;2; ;dále nedošetřovaný iniciátor; ;6.17111;263.480011;156.410995;81;227.419998;90.464798;112;184.375;3.764970064;3.668080091;5;4
14595;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;31;3;2011;15.92638889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-521240;-1166411;2;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;7.0036;396.507996;322.276001;0;665.598999;90.787903;313;184.375;3.3269701;3.803240061;5;5
14597;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;20;3;2012;14.53916667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-518931;-1163871;2;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;9.39814;272.769989;301.987;0;635.515991;90.495598;324;184.375;3.74484992;3.645169973;5;5
14598;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;24;4;2012;15.25666667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-521994;-1166807;0;obecní majetek;dále nedošetřovaný iniciátor; ;15.2053;400.162994;109.286003;0;1405.359985;90.819199;312;184.375;7.556570053;3.805419922;5;5
14599;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;3;4;2012;14.91138889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-519059;-1164672;1;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;9.94549;238.389008;217.973007;0;163.264999;90.609299;211;184.375;8.397080421;3.506289959;5;5
14601;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;7;4;2012;10.69055556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-520372;-1162771;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor; ;8.14822;310.515015;217.020004;0;1481.709961;90.2826;243;184.375;7.978219986;3.644419909;4;3
14602;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;1;5;2012;15.0325;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-518879;-1164318;2;státní vlastnictví;dále nedošetřovaný iniciátor; ;6.23529;311.091003;263.63501;0;427.161987;90.5634;324;184.375;13.55519962;3.158090115;5;5
14603;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;10;6;2015;4.573611111;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-518479;-1164113;3;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.17778;324.737;135.906006;0;870.677002;90.547302;324;184.375;16.21520042;2.884949923;5;5
14604;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;16;7;2006;14.80111111;I.;les vysokokmenný - jehličnany (620);-519428;-1163785;1;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.68137;229.268997;130.089996;0;225.533997;90.465401;112;184.375;18.1541996;2.707530022;5;5
14606;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;7;9;2012;20.89944444;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-522572;-1166321;0; ;dále nedošetřovaný iniciátor; ;10.5444;353.273987;349.347992;60;1204.050049;90.726997;312;184.375;13.3572998;3.039769888;4;4
14607;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;4;9;2011;16.77333333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-518964;-1163781;0; ;dále nedošetřovaný iniciátor; ;11.2443;264.213989;276.153992;0;666.408997;90.481201;324;184.375;13.75520039;2.847929955;5;5
14608;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;18;11;2011;1.300555556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-522146;-1167888;0; ;dále nedošetřovaný iniciátor; ;4.13024;398.998993;100.042999;39;2057.689941;90.972702;112;184.375;2.711169958;3.81062007;4;3
14609;CZ072;Zlínský kraj;CZ0724;Zlín;585068;Zlín;635561;Zlín;0; ;1;11;2010;23;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-522129;-1166816;0; ;dále nedošetřovaný iniciátor; ;9.08886;425.779999;123.503998;0;1409.089966;90.815697;312;184.375;2.749030113;3.811880112;5;5
14611;CZ072;Zlínský kraj;CZ0721;Kroměříž;588377;Brusné;613363;Brusné;0; ;16;3;2020;19.46555556;I.;lesní těžba (625);-519614;-1150925;2;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;16.431;436.742004;58.941101;13;12411.7002;88.562302;311;140.132996;2.622550011;4.038720131;5;5
14612;CZ072;Zlínský kraj;CZ0721;Kroměříž;588377;Brusné;613363;Brusné;0; ;24;10;2019;20.86388889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-519614;-1150925;2;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;16.431;436.742004;58.941101;13;12411.7002;88.562302;311;140.132996;7.962140083;4.05050993;5;5
14613;CZ072;Zlínský kraj;CZ0721;Kroměříž;588504;Chomýž;652695;Chomýž;0; ;6;4;2020;14.57361111;I.;jiný lesní pozemek (626);-521339;-1150154;0;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.2476;299.273987;353.859009;82;11492.5;88.391403;112;132.785004;7.841139793;3.630359888;4;3
14615;CZ072;Zlínský kraj;CZ0721;Kroměříž;506737;Chvalčov;654892;Chvalčov;0; ;12;3;2020;20.36583333;I.;lesní těžba (625);-514720;-1148508;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.669;523.05603;323.636993;0;8179.350098;88.366898;311;132.785004;2.053570032;4.209619999;5;5
14616;CZ072;Zlínský kraj;CZ0721;Kroměříž;506737;Chvalčov;654892;Chvalčov;0; ;9;4;2019;17.90138889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-514720;-1148508;0;soukromé a osobní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.669;523.05603;323.636993;0;8179.350098;88.366898;311;132.785004;6.298349857;4.00962019;5;5
14617;CZ072;Zlínský kraj;CZ0721;Kroměříž;506737;Chvalčov;654892;Chvalčov;0; ;3;6;2020;18.39055556;I.;lesní těžba (625);-514720;-1148508;0;spolkové.nadace.sdružení.společenské organizace.politické;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;11.669;523.05603;323.636993;0;8179.350098;88.366898;311;132.785004;14.55360031;3.254400015;5;5
14618;CZ072;Zlínský kraj;CZ0721;Kroměříž;588458;Holešov;797782;Žopy;0; ;9;4;2018;20.08305556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-523081;-1152710;3;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;5.81975;345.497986;259.040009;0;9310.25;88.709099;243;140.903;7.609519958;3.735039949;4;4
14619;CZ072;Zlínský kraj;CZ0721;Kroměříž;588458;Holešov;797782;Žopy;0; ;2;4;2019;12.0925;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-523081;-1152710;4;soukromé a osobní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;5.81975;345.497986;259.040009;0;9310.25;88.709099;243;140.903;7.609519958;3.735039949;4;4
14620;CZ072;Zlínský kraj;CZ0721;Kroměříž;588601;Koryčany;669661;Koryčany;0; ;10;5;2020;11.55805556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-557434;-1175379;0;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.5976;420.149994;64.378197;0;14623.09961;89.5112;313;132.785004;12.92000008;3.699419975;5;5
14621;CZ072;Zlínský kraj;CZ0721;Kroměříž;588601;Koryčany;669661;Koryčany;0; ;26;10;2019;16.28916667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-557434;-1175379;3;státní vlastnictví;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;8.5976;420.149994;64.378197;0;14623.09961;89.5112;313;132.785004;8.269519806;3.999419928;5;5
